,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
318,2.01907E+13,55.2,342.5,-52.20001,3.822,3.8,43,41,25.07,75.37
319,2.01907E+13,55.6,342.5,-52.20001,3.823,3.801,43,41,25.11,75.49
320,2.01907E+13,55.6,342.7,-52.20001,3.824,3.802,43,41,25.15,75.62
321,2.01907E+13,55.6,342.7,-52.20001,3.825,3.802,43,41,25.19,75.74
322,2.01907E+13,55.6,342.7,-52.20001,3.825,3.804,43,41,25.23,75.85
323,2.01907E+13,56,342.8,-52.10001,3.825,3.804,43,41,25.27,75.97
324,2.01907E+13,56,343,-52.10001,3.826,3.804,43,41,25.31,76.09
325,2.01907E+13,56,342.8,-52.10001,3.827,3.806,43,41,25.35,76.22
326,2.01907E+13,56,343,-52.20001,3.827,3.806,43,41,25.39,76.33
327,2.01907E+13,56,343,-52.20001,3.829,3.807,43,41,25.43,76.46
328,2.01907E+13,56.4,343.2,-52.20001,3.829,3.808,43,41,25.46,76.55
329,2.01907E+13,56.4,343.2,-52.10001,3.831,3.808,43,41,25.5,76.68999
330,2.01907E+13,56.4,343.3,-52.20001,3.83,3.809,43,41,25.55,76.8
331,2.01907E+13,56.4,343.3,-52.10001,3.831,3.81,43,41,25.59,76.93999
332,2.01907E+13,56.4,343.5,-52.10001,3.832,3.811,43,41,25.63,77.05
333,2.01907E+13,56.8,343.5,-52.10001,3.832,3.811,43,41,25.67,77.17
334,2.01907E+13,56.8,343.5,-52.20001,3.834,3.812,43,41,25.7,77.28
335,2.01907E+13,56.8,343.6,-52.20001,3.834,3.812,43,41,25.75,77.4
336,2.01907E+13,56.8,343.6,-52.10001,3.835,3.813,44,41,25.78,77.52
337,2.01907E+13,57.2,343.6,-52.20001,3.835,3.814,44,41,25.82,77.63
338,2.01907E+13,57.2,343.8,-52.10001,3.837,3.815,44,41,25.86,77.75
339,2.01907E+13,57.2,343.9,-52.10001,3.837,3.815,43,41,25.91,77.88
340,2.01907E+13,57.2,343.9,-52.10001,3.838,3.816,44,41,25.94,78
341,2.01907E+13,57.2,343.9,-52.20001,3.838,3.817,44,41,25.99,78.12
342,2.01907E+13,57.6,344.1,-52.10001,3.84,3.817,44,41,26.02,78.23
343,2.01907E+13,57.6,344.1,-52.10001,3.84,3.819,44,41,26.06,78.35
344,2.01907E+13,57.6,344.1,-52.10001,3.841,3.82,44,41,26.1,78.46
345,2.01907E+13,57.6,344.3,-52.10001,3.842,3.82,44,41,26.14,78.58
346,2.01907E+13,58,344.4,-52.10001,3.842,3.82,44,41,26.18,78.7
347,2.01907E+13,58,344.4,-52.20001,3.843,3.821,44,41,26.22,78.81
348,2.01907E+13,58,344.4,-52.20001,3.844,3.822,44,41,26.25,78.93
349,2.01907E+13,58,344.6,-52.10001,3.845,3.823,44,41,26.29,79.04
350,2.01907E+13,58,344.6,-52.10001,3.846,3.824,44,41,26.33,79.16
351,2.01907E+13,58.4,344.7,-52.10001,3.846,3.824,44,41,26.37,79.29
352,2.01907E+13,58.4,344.7,-52.10001,3.846,3.825,44,41,26.42,79.41
353,2.01907E+13,58.4,344.9,-52.20001,3.848,3.826,44,41,26.45,79.52
354,2.01907E+13,58.4,344.9,-52.10001,3.849,3.827,44,41,26.49,79.65
355,2.01907E+13,58.4,344.9,-52.10001,3.85,3.828,44,41,26.53,79.75999
356,2.01907E+13,58.8,345,-52.10001,3.85,3.828,44,41,26.57,79.88
357,2.01907E+13,58.8,345,-52.10001,3.851,3.829,44,41,26.61,79.99
358,2.01907E+13,58.8,345,-52.10001,3.852,3.83,44,41,26.65,80.11
359,2.01907E+13,58.8,345.2,-52.20001,3.852,3.831,44,41,26.68,80.22
360,2.01907E+13,59.2,345.3,-52.10001,3.854,3.831,44,41,26.73,80.34
361,2.01907E+13,59.2,345.3,-52.10001,3.855,3.832,44,41,26.76,80.46
362,2.01907E+13,59.2,345.3,-52.10001,3.854,3.834,44,41,26.8,80.57
363,2.01907E+13,59.2,345.5,-52.10001,3.856,3.833,44,41,26.85,80.71
364,2.01907E+13,59.2,345.7,-52.10001,3.857,3.835,44,41,26.88,80.8
365,2.01907E+13,59.6,345.7,-52.10001,3.857,3.835,44,41,26.92,80.93
366,2.01907E+13,59.6,345.7,-52.10001,3.858,3.836,44,41,26.96,81.04
367,2.01907E+13,59.6,345.8,-52.10001,3.859,3.836,44,41,26.99,81.16
368,2.01907E+13,59.6,346,-52.20001,3.86,3.838,44,41,27.03,81.27
369,2.01907E+13,59.6,346,-52.10001,3.86,3.838,44,41,27.07,81.39
370,2.01907E+13,60,346,-52.10001,3.861,3.839,44,41,27.11,81.50999
371,2.01907E+13,60,346.1,-52.10001,3.862,3.838,44,41,27.11,81.52
372,2.01907E+13,60,346.1,-52.10001,3.862,3.84,44,41,27.16,81.64
373,2.01907E+13,60,346.1,-52.10001,3.863,3.84,44,41,27.19,81.75
374,2.01907E+13,60,346.3,-52.10001,3.864,3.841,44,41,27.24,81.87
375,2.01907E+13,60.4,346.3,-52.10001,3.864,3.842,44,41,27.28,82
376,2.01907E+13,60.4,346.4,-52.10001,3.864,3.842,44,41,27.31,82.11
377,2.01907E+13,60.4,346.4,-52.10001,3.867,3.843,44,41,27.35,82.23
378,2.01907E+13,60.4,346.4,-52.10001,3.867,3.844,44,41,27.39,82.34
379,2.01907E+13,60.4,346.6,-52.10001,3.867,3.845,44,41,27.42,82.45
380,2.01907E+13,60.8,346.6,-52.10001,3.868,3.846,44,41,27.47,82.57
381,2.01907E+13,60.8,346.8,-52.10001,3.87,3.847,44,41,27.5,82.68999
382,2.01907E+13,60.8,346.8,-52.10001,3.87,3.848,44,41,27.54,82.8
383,2.01907E+13,60.8,346.9,-52.10001,3.87,3.848,44,41,27.58,82.92
384,2.01907E+13,60.8,347.1,-52.10001,3.872,3.849,44,41,27.62,83.03
385,2.01907E+13,61.2,347.1,-52.10001,3.872,3.851,44,41,27.66,83.15
386,2.01907E+13,61.2,347.2,-52.10001,3.873,3.85,44,41,27.7,83.28
387,2.01907E+13,61.2,347.2,-52.10001,3.874,3.852,44,41,27.74,83.4
388,2.01907E+13,61.2,347.2,-52.10001,3.874,3.852,44,41,27.78,83.50999
389,2.01907E+13,61.6,347.4,-52.10001,3.875,3.854,44,41,27.82,83.64
390,2.01907E+13,61.6,347.4,-52.20001,3.876,3.854,44,41,27.85,83.73
391,2.01907E+13,61.6,347.4,-52.10001,3.877,3.855,44,41,27.89,83.85
392,2.01907E+13,61.6,347.5,-52.10001,3.877,3.856,44,41,27.93,83.97
393,2.01907E+13,61.6,347.7,-52.10001,3.878,3.857,44,41,27.97,84.08
394,2.01907E+13,62,347.7,-52.10001,3.88,3.856,44,41,28,84.2
395,2.01907E+13,62,347.7,-52.20001,3.88,3.858,44,41,28.05,84.31
396,2.01907E+13,62,347.8,-52.10001,3.881,3.859,44,41,28.08,84.43
397,2.01907E+13,62,347.8,-52.10001,3.882,3.86,44,41,28.13,84.56
398,2.01907E+13,62,348,-52.10001,3.883,3.86,44,41,28.17,84.68
399,2.01907E+13,62.4,348,-52.10001,3.884,3.861,44,41,28.21,84.79
400,2.01907E+13,62.4,348.2,-52.10001,3.884,3.863,44,41,28.24,84.92
401,2.01907E+13,62.4,348.2,-52.10001,3.885,3.863,44,41,28.29,85.03
402,2.01907E+13,62.4,348.3,-52.10001,3.886,3.864,44,41,28.32,85.15
403,2.01907E+13,62.8,348.3,-52.10001,3.886,3.865,44,41,28.36,85.25999
404,2.01907E+13,62.8,348.5,-52.10001,3.887,3.866,44,41,28.4,85.38
405,2.01907E+13,62.8,348.5,-52.10001,3.888,3.867,44,41,28.44,85.5
406,2.01907E+13,62.8,348.6,-52.10001,3.889,3.867,44,41,28.48,85.61
407,2.01907E+13,62.8,348.6,-52.10001,3.891,3.867,44,41,28.52,85.73
408,2.01907E+13,63.2,348.6,-52.10001,3.891,3.869,44,41,28.55,85.84
409,2.01907E+13,63.2,348.8,-52.10001,3.892,3.869,44,41,28.6,85.98
410,2.01907E+13,63.2,348.9,-52.10001,3.892,3.87,44,41,28.64,86.09
411,2.01907E+13,63.2,348.9,-52.10001,3.893,3.87,44,41,28.67,86.21
412,2.01907E+13,63.6,348.9,-52.10001,3.894,3.872,44,41,28.72,86.32
413,2.01907E+13,63.6,349.1,-52.10001,3.895,3.873,44,41,28.75,86.43999
414,2.01907E+13,63.6,349.3,-52.10001,3.896,3.873,44,41,28.79,86.54
415,2.01907E+13,63.6,349.3,-52.10001,3.897,3.876,44,41,28.82,86.65
416,2.01907E+13,63.6,349.3,-52.10001,3.898,3.876,44,41,28.86,86.78
417,2.01907E+13,64,349.4,-52.10001,3.899,3.876,44,41,28.9,86.89
418,2.01907E+13,64,349.4,-52.10001,3.899,3.877,44,41,28.94,87.00999
419,2.01907E+13,64,349.6,-52.10001,3.9,3.878,44,41,28.98,87.12
420,2.01907E+13,64,349.6,-52.10001,3.901,3.879,44,41,29.03,87.25999
421,2.01907E+13,64,349.7,-52.10001,3.902,3.879,44,41,29.06,87.37
422,2.01907E+13,64.4,349.7,-52.10001,3.903,3.88,44,41,29.1,87.49
423,2.01907E+13,64.4,349.7,-52.10001,3.904,3.881,44,41,29.15,87.63
424,2.01907E+13,64.4,349.9,-52.10001,3.904,3.882,44,41,29.18,87.74
425,2.01907E+13,64.4,349.9,-52.10001,3.905,3.883,44,41,29.22,87.86
426,2.01907E+13,64.8,350,-52.10001,3.906,3.884,44,41,29.26,87.96
427,2.01907E+13,64.8,350.2,-52.10001,3.906,3.885,44,41,29.29,88.06
428,2.01907E+13,64.8,350.2,-52.10001,3.908,3.885,44,41,29.33,88.18999
429,2.01907E+13,64.8,350.2,-52.10001,3.909,3.887,44,41,29.37,88.3
430,2.01907E+13,64.8,350.3,-52.10001,3.909,3.888,44,41,29.41,88.42
431,2.01907E+13,65.2,350.5,-52.10001,3.911,3.888,44,41,29.46,88.55
432,2.01907E+13,65.2,350.5,-52.10001,3.911,3.889,44,41,29.49,88.67
433,2.01907E+13,65.2,350.5,-52.10001,3.912,3.89,44,41,29.54,88.78
434,2.01907E+13,65.2,350.7,-52.10001,3.912,3.89,44,41,29.57,88.9
435,2.01907E+13,65.2,350.8,-52.10001,3.914,3.892,44,41,29.61,89.02
436,2.01907E+13,65.6,350.8,-52.10001,3.914,3.892,44,41,29.65,89.13
437,2.01907E+13,65.6,350.8,-52.10001,3.915,3.893,44,41,29.69,89.25
438,2.01907E+13,65.6,351,-52.10001,3.916,3.894,44,41,29.72,89.36
439,2.01907E+13,65.6,351,-52.10001,3.916,3.895,44,41,29.77,89.49
440,2.01907E+13,66,351.1,-52.10001,3.918,3.896,44,41,29.8,89.6
441,2.01907E+13,66,351.1,-52.10001,3.918,3.896,44,41,29.84,89.72
442,2.01907E+13,66,351.3,-52.10001,3.919,3.897,44,41,29.89,89.85
443,2.01907E+13,66,351.3,-52.10001,3.921,3.898,44,41,29.92,89.97
444,2.01907E+13,66,351.4,-52.10001,3.922,3.899,44,41,29.97,90.07999
445,2.01907E+13,66.4,351.4,-52.10001,3.923,3.9,44,41,30,90.2
446,2.01907E+13,66.4,351.6,-52.10001,3.923,3.901,44,41,30.04,90.31
447,2.01907E+13,66.4,351.6,-52.10001,3.924,3.901,44,41,30.08,90.43
448,2.01907E+13,66.4,351.8,-52.10001,3.925,3.902,44,41,30.12,90.55
449,2.01907E+13,66.4,351.8,-52.10001,3.925,3.903,44,41,30.15,90.64
450,2.01907E+13,66.8,351.9,-52.10001,3.925,3.904,44,41,30.19,90.77
451,2.01907E+13,66.8,351.9,-52.10001,3.927,3.905,44,41,30.23,90.9
452,2.01907E+13,66.8,352.1,-52.10001,3.928,3.906,44,41,30.28,91.00999
453,2.01907E+13,66.8,352.1,-52.10001,3.929,3.906,44,41,30.32,91.15
454,2.01907E+13,67.2,352.1,-52.10001,3.929,3.907,44,41,30.36,91.25999
455,2.01907E+13,67.2,352.2,-52.10001,3.931,3.908,44,41,30.4,91.38
456,2.01907E+13,67.2,352.2,-52.10001,3.932,3.909,44,41,30.43,91.49
457,2.01907E+13,67.2,352.4,-52.10001,3.932,3.91,44,41,30.47,91.61
458,2.01907E+13,67.2,352.4,-52.10001,3.933,3.91,44,41,30.51,91.73
459,2.01907E+13,67.6,352.4,-52.10001,3.934,3.911,44,41,30.55,91.84
460,2.01907E+13,67.6,352.5,-52.10001,3.935,3.912,44,41,30.59,91.96
461,2.01907E+13,67.6,352.7,-52.10001,3.935,3.914,44,41,30.62,92.06
462,2.01907E+13,67.6,352.7,-52.10001,3.936,3.914,44,41,30.66,92.17
463,2.01907E+13,68,352.8,-52.10001,3.937,3.915,44,41,30.7,92.29
464,2.01907E+13,68,352.8,-52.20001,3.938,3.916,44,41,30.74,92.41
465,2.01907E+13,68,353,-52.10001,3.939,3.916,44,41,30.78,92.54
466,2.01907E+13,68,353,-52.10001,3.94,3.917,44,41,30.83,92.68
467,2.01907E+13,68,353.2,-52.20001,3.941,3.917,44,41,30.87,92.79
468,2.01907E+13,68.4,353.2,-52.10001,3.942,3.919,44,41,30.9,92.91
469,2.01907E+13,68.4,353.3,-52.10001,3.942,3.919,44,41,30.94,93.02
470,2.01907E+13,68.4,353.3,-52.10001,3.943,3.921,44,41,30.98,93.14
471,2.01907E+13,68.4,353.5,-52.10001,3.943,3.921,44,41,31.02,93.25
472,2.01907E+13,68.4,353.5,-52.10001,3.944,3.921,44,41,31.05,93.35
473,2.01907E+13,68.8,353.5,-52.10001,3.945,3.923,44,41,31.09,93.48
474,2.01907E+13,68.8,353.6,-52.10001,3.946,3.924,44,41,31.13,93.59
475,2.01907E+13,68.8,353.6,-52.10001,3.947,3.924,44,41,31.17,93.71
476,2.01907E+13,68.8,353.8,-52.10001,3.948,3.925,44,41,31.21,93.84
477,2.01907E+13,69.2,353.8,-52.20001,3.948,3.926,44,41,31.25,93.96
478,2.01907E+13,69.2,353.9,-52.10001,3.95,3.927,44,41,31.29,94.07
479,2.01907E+13,69.2,353.9,-52.10001,3.95,3.928,44,41,31.33,94.18999
480,2.01907E+13,69.2,354.1,-52.10001,3.951,3.928,44,41,31.38,94.32
481,2.01907E+13,69.2,354.1,-52.10001,3.952,3.93,44,41,31.41,94.43999
482,2.01907E+13,69.6,354.3,-52.20001,3.953,3.93,44,41,31.45,94.55
483,2.01907E+13,69.6,354.4,-52.10001,3.953,3.931,44,41,31.48,94.65
484,2.01907E+13,69.6,354.4,-52.10001,3.954,3.932,44,41,31.52,94.77
485,2.01907E+13,69.6,354.4,-52.10001,3.956,3.933,44,41,31.56,94.88
486,2.01907E+13,69.6,354.6,-52.10001,3.957,3.934,44,41,31.6,95
487,2.01907E+13,70,354.6,-52.10001,3.957,3.935,44,41,31.64,95.14
488,2.01907E+13,70,354.7,-52.10001,3.957,3.935,44,41,31.68,95.25
489,2.01907E+13,70,354.7,-52.10001,3.958,3.936,44,41,31.72,95.37
490,2.01907E+13,70,354.9,-52.10001,3.96,3.937,44,41,31.76,95.48
491,2.01907E+13,70.4,354.9,-52.10001,3.961,3.938,44,41,31.8,95.6
492,2.01907E+13,70.4,354.9,-52.10001,3.961,3.939,44,41,31.84,95.72
493,2.01907E+13,70.4,355,-52.20001,3.962,3.939,44,41,31.88,95.82999
494,2.01907E+13,70.4,355.2,-52.20001,3.963,3.94,44,41,31.92,95.96
495,2.01907E+13,70.4,355.2,-52.10001,3.964,3.941,44,41,31.96,96.07999
496,2.01907E+13,70.8,355.3,-52.20001,3.964,3.942,44,41,31.99,96.18
497,2.01907E+13,70.8,355.3,-52.10001,3.965,3.943,44,41,32.03,96.3
498,2.01907E+13,70.8,355.5,-52.10001,3.965,3.944,44,41,32.07,96.42
499,2.01907E+13,70.8,355.5,-52.20001,3.968,3.945,44,41,32.12,96.54
500,2.01907E+13,70.8,355.7,-52.10001,3.968,3.946,44,41,32.15,96.67
501,2.01907E+13,71.2,355.7,-52.20001,3.968,3.947,44,41,32.2,96.78
502,2.01907E+13,71.2,355.8,-52.10001,3.971,3.947,44,41,32.23,96.9
503,2.01907E+13,71.2,355.8,-52.20001,3.97,3.947,44,41,32.27,97.00999
504,2.01907E+13,71.2,356,-52.20001,3.972,3.949,44,41,32.31,97.13
505,2.01907E+13,71.6,356,-52.10001,3.972,3.95,44,41,32.35,97.24
506,2.01907E+13,71.6,356,-52.10001,3.973,3.95,44,41,32.38,97.36
507,2.01907E+13,71.6,356.1,-52.20001,3.974,3.952,44,41,32.43,97.48
508,2.01907E+13,71.6,356.1,-52.10001,3.974,3.952,44,41,32.46,97.59
509,2.01907E+13,71.6,356.3,-52.20001,3.976,3.953,44,41,32.5,97.73
510,2.01907E+13,72,356.3,-52.10001,3.976,3.954,44,41,32.55,97.85
511,2.01907E+13,72,356.4,-52.10001,3.977,3.955,44,41,32.58,97.96
512,2.01907E+13,72,356.4,-52.20001,3.978,3.956,44,41,32.63,98.07999
513,2.01907E+13,72,356.6,-52.10001,3.979,3.957,44,41,32.66,98.18999
514,2.01907E+13,72.4,356.6,-52.20001,3.98,3.958,44,41,32.7,98.31
515,2.01907E+13,72.4,356.8,-52.20001,3.981,3.958,44,41,32.74,98.43
516,2.01907E+13,72.4,356.8,-52.10001,3.982,3.959,44,41,32.78,98.54
517,2.01907E+13,72.4,356.9,-52.20001,3.982,3.961,44,41,32.81,98.66
518,2.01907E+13,72.4,356.9,-52.10001,3.983,3.961,44,41,32.86,98.77
519,2.01907E+13,72.8,357.1,-52.20001,3.984,3.961,44,41,32.89,98.87
520,2.01907E+13,72.8,357.1,-52.20001,3.985,3.962,44,41,32.93,98.99
521,2.01907E+13,72.8,357.2,-52.20001,3.986,3.963,44,41,32.97,99.13
522,2.01907E+13,72.8,357.2,-52.10001,3.987,3.964,44,41,33.01,99.25
523,2.01907E+13,72.8,357.4,-52.10001,3.988,3.965,44,41,33.06,99.37
524,2.01907E+13,73.2,357.4,-52.10001,3.988,3.965,44,41,33.09,99.49
525,2.01907E+13,73.2,357.4,-52.20001,3.989,3.966,44,41,33.13,99.61
526,2.01907E+13,73.2,357.5,-52.10001,3.99,3.967,44,41,33.17,99.72
527,2.01907E+13,73.2,357.7,-52.20001,3.991,3.968,44,41,33.21,99.84
528,2.01907E+13,73.6,357.7,-52.10001,3.992,3.969,44,41,33.24,99.95
529,2.01907E+13,73.6,357.8,-52.20001,3.993,3.97,44,41,33.29,100.07
530,2.01907E+13,73.6,357.8,-52.20001,3.993,3.971,44,41,33.32,100.19
531,2.01907E+13,73.6,358,-52.20001,3.994,3.971,44,41,33.37,100.3
532,2.01907E+13,73.6,358,-52.20001,3.995,3.972,44,41,33.4,100.42
533,2.01907E+13,74,358,-52.20001,3.996,3.973,44,41,33.44,100.53
534,2.01907E+13,74,358.2,-52.20001,3.997,3.974,44,41,33.48,100.66
535,2.01907E+13,74,358.3,-52.20001,3.998,3.975,44,41,33.52,100.77
536,2.01907E+13,74,358.3,-52.20001,3.999,3.976,44,41,33.56,100.89
537,2.01907E+13,74,358.5,-52.20001,4,3.977,44,41,33.6,101
538,2.01907E+13,74.4,358.5,-52.10001,4,3.978,44,41,33.64,101.14
539,2.01907E+13,74.4,358.6,-52.20001,4.001,3.979,44,41,33.68,101.25
540,2.01907E+13,74.4,358.6,-52.10001,4.001,3.979,44,41,33.72,101.37
541,2.01907E+13,74.4,358.6,-52.20001,4.003,3.98,44,41,33.75,101.48
542,2.01907E+13,74.8,358.8,-52.20001,4.004,3.982,44,41,33.8,101.6
543,2.01907E+13,74.8,358.9,-52.20001,4.005,3.982,44,41,33.83,101.72
544,2.01907E+13,74.8,358.9,-52.20001,4.005,3.982,44,41,33.87,101.83
545,2.01907E+13,74.8,359.1,-52.20001,4.006,3.984,44,41,33.91,101.95
546,2.01907E+13,74.8,359.1,-52.20001,4.008,3.985,44,41,33.95,102.06
547,2.01907E+13,75.2,359.1,-52.20001,4.008,3.985,44,41,33.99,102.18
548,2.01907E+13,75.2,359.3,-52.10001,4.009,3.987,44,41,34.03,102.29
549,2.01907E+13,75.2,359.3,-52.20001,4.01,3.987,44,41,34.06,102.42
550,2.01907E+13,75.2,359.4,-52.10001,4.01,3.988,44,41,34.11,102.53
551,2.01907E+13,75.6,359.6,-52.20001,4.012,3.989,44,41,34.14,102.65
552,2.01907E+13,75.6,359.6,-52.20001,4.013,3.989,44,41,34.19,102.78
553,2.01907E+13,75.6,359.7,-52.10001,4.014,3.99,44,41,34.23,102.9
554,2.01907E+13,75.6,359.7,-52.20001,4.014,3.991,44,41,34.27,103.01
555,2.01907E+13,75.6,359.9,-52.20001,4.015,3.992,44,41,34.3,103.13
556,2.01907E+13,76,359.9,-52.20001,4.015,3.993,44,41,34.34,103.24
557,2.01907E+13,76,359.9,-52.20001,4.017,3.994,44,41,34.38,103.36
558,2.01907E+13,76,360,-52.20001,4.018,3.995,44,41,34.42,103.48
559,2.01907E+13,76,360.2,-52.20001,4.019,3.995,44,41,34.46,103.6
560,2.01907E+13,76,360.2,-52.20001,4.019,3.996,44,41,34.5,103.71
561,2.01907E+13,76.4,360.3,-52.20001,4.02,3.998,44,41,34.54,103.83
562,2.01907E+13,76.4,360.3,-52.20001,4.021,3.998,44,41,34.57,103.94
563,2.01907E+13,76.4,360.5,-52.20001,4.022,3.999,44,41,34.62,104.06
564,2.01907E+13,76.4,360.5,-52.10001,4.023,4,44,41,34.65,104.18
565,2.01907E+13,76.8,360.7,-52.20001,4.023,4.001,44,41,34.7,104.31
566,2.01907E+13,76.8,360.7,-52.20001,4.024,4.002,44,41,34.73,104.41
567,2.01907E+13,76.8,360.7,-52.20001,4.025,4.003,44,41,34.77,104.52
568,2.01907E+13,76.8,360.8,-52.20001,4.026,4.004,44,41,34.8,104.65
569,2.01907E+13,76.8,361,-52.20001,4.027,4.004,44,41,34.85,104.77
570,2.01907E+13,77.2,361,-52.20001,4.028,4.005,44,41,34.89,104.89
571,2.01907E+13,77.2,361,-52.20001,4.029,4.006,44,41,34.93,105
572,2.01907E+13,77.2,361.1,-52.20001,4.029,4.007,44,41,34.97,105.13
573,2.01907E+13,77.2,361.3,-52.20001,4.031,4.008,44,41,35.01,105.24
574,2.01907E+13,77.2,361.3,-52.20001,4.032,4.009,44,41,35.05,105.36
575,2.01907E+13,77.6,361.4,-52.20001,4.033,4.009,44,41,35.08,105.47
576,2.01907E+13,77.6,361.4,-52.20001,4.033,4.01,44,41,35.12,105.59
577,2.01907E+13,77.6,361.6,-52.20001,4.034,4.011,44,41,35.16,105.72
578,2.01907E+13,77.6,361.6,-52.20001,4.035,4.012,44,41,35.21,105.84
579,2.01907E+13,78,361.6,-52.10001,4.036,4.013,44,41,35.24,105.94
580,2.01907E+13,78,361.8,-52.20001,4.037,4.014,44,41,35.28,106.05
581,2.01907E+13,78,361.9,-52.20001,4.038,4.015,44,41,35.31,106.17
582,2.01907E+13,78,361.9,-52.20001,4.038,4.015,44,41,35.36,106.28
583,2.01907E+13,78,362.1,-52.20001,4.04,4.017,44,41,35.39,106.41
584,2.01907E+13,78.4,362.2,-52.20001,4.04,4.018,44,41,35.43,106.52
585,2.01907E+13,78.4,362.1,-52.20001,4.041,4.018,44,41,35.47,106.64
586,2.01907E+13,78.4,362.4,-52.20001,4.043,4.019,44,41,35.51,106.75
587,2.01907E+13,78.4,362.4,-52.20001,4.043,4.02,44,41,35.55,106.87
588,2.01907E+13,78.4,362.4,-52.20001,4.044,4.021,44,41,35.59,106.99
589,2.01907E+13,78.8,362.5,-52.20001,4.045,4.022,44,41,35.63,107.12
590,2.01907E+13,78.8,362.5,-52.20001,4.046,4.022,44,41,35.67,107.23
591,2.01907E+13,78.8,362.7,-52.20001,4.047,4.023,44,42,35.71,107.35
592,2.01907E+13,78.8,362.8,-52.20001,4.048,4.025,44,42,35.75,107.47
593,2.01907E+13,79.2,362.8,-52.20001,4.049,4.026,44,42,35.79,107.58
594,2.01907E+13,79.2,362.8,-52.20001,4.049,4.026,44,42,35.82,107.7
595,2.01907E+13,79.2,362.8,-52.20001,4.051,4.027,44,41,35.86,107.81
596,2.01907E+13,79.2,363,-52.20001,4.051,4.028,44,41,35.9,107.93
597,2.01907E+13,79.2,363.2,-52.20001,4.052,4.029,44,42,35.94,108.05
598,2.01907E+13,79.6,363.3,-52.20001,4.052,4.029,44,42,35.98,108.17
599,2.01907E+13,79.6,363.3,-52.20001,4.054,4.031,44,42,36.03,108.3
600,2.01907E+13,79.6,363.5,-52.20001,4.055,4.032,44,42,36.06,108.41
601,2.01907E+13,79.6,363.5,-52.20001,4.056,4.033,44,42,36.1,108.53
602,2.01907E+13,79.6,363.5,-52.20001,4.056,4.034,44,42,36.13,108.63
603,2.01907E+13,80,363.6,-52.20001,4.058,4.035,44,41,36.17,108.75
604,2.01907E+13,80,363.6,-52.20001,4.059,4.036,44,42,36.21,108.86
605,2.01907E+13,80,363.8,-52.20001,4.059,4.037,44,42,36.25,108.98
606,2.01907E+13,80,363.9,-52.20001,4.06,4.037,44,42,36.29,109.09
607,2.01907E+13,80.4,363.9,-52.20001,4.062,4.038,44,42,36.33,109.21
608,2.01907E+13,80.4,364.1,-52.20001,4.061,4.039,44,42,36.36,109.33
609,2.01907E+13,80.4,364.1,-52.20001,4.063,4.04,44,42,36.41,109.45
610,2.01907E+13,80.4,364.3,-52.20001,4.063,4.041,44,42,36.44,109.56
611,2.01907E+13,80.4,364.3,-52.20001,4.065,4.042,44,42,36.49,109.7
612,2.01907E+13,80.8,364.4,-52.20001,4.065,4.042,44,42,36.53,109.81
613,2.01907E+13,80.8,364.4,-52.20001,4.067,4.044,44,42,36.57,109.93
614,2.01907E+13,80.8,364.6,-52.20001,4.067,4.044,44,42,36.6,110.04
615,2.01907E+13,80.8,364.6,-52.20001,4.068,4.046,44,42,36.64,110.16
616,2.01907E+13,80.8,364.7,-52.20001,4.069,4.047,44,42,36.68,110.27
617,2.01907E+13,81.2,364.7,-52.20001,4.07,4.047,44,42,36.72,110.4
618,2.01907E+13,81.2,364.9,-52.20001,4.071,4.048,44,42,36.76,110.51
619,2.01907E+13,81.2,364.9,-52.20001,4.071,4.049,44,42,36.8,110.63
620,2.01907E+13,81.2,365,-52.20001,4.073,4.05,44,42,36.84,110.74
621,2.01907E+13,81.6,365,-52.20001,4.073,4.051,44,42,36.87,110.86
622,2.01907E+13,81.6,365.2,-52.20001,4.074,4.052,44,42,36.92,110.99
623,2.01907E+13,81.6,365.3,-52.20001,4.075,4.052,44,42,36.96,111.11
624,2.01907E+13,81.6,365.3,-52.20001,4.077,4.054,44,42,37,111.22
625,2.01907E+13,81.6,365.5,-52.20001,4.077,4.055,44,42,37.03,111.32
626,2.01907E+13,82,365.5,-52.20001,4.078,4.055,44,42,37.07,111.44
627,2.01907E+13,82,365.7,-52.20001,4.078,4.056,44,42,37.1,111.56
628,2.01907E+13,82,365.7,-52.20001,4.08,4.057,44,42,37.15,111.67
629,2.01907E+13,82,365.8,-52.20001,4.08,4.058,44,42,37.18,111.79
630,2.01907E+13,82.4,365.8,-52.20001,4.082,4.059,44,42,37.23,111.9
631,2.01907E+13,82.4,366,-52.20001,4.083,4.06,44,42,37.26,112.02
632,2.01907E+13,82.4,366,-52.20001,4.084,4.06,44,42,37.31,112.16
633,2.01907E+13,82.4,366.1,-52.20001,4.085,4.062,44,42,37.35,112.27
634,2.01907E+13,82.4,366.1,-52.20001,4.086,4.063,44,42,37.38,112.39
635,2.01907E+13,82.8,366.3,-52.20001,4.087,4.064,44,42,37.42,112.5
636,2.01907E+13,82.8,366.3,-52.20001,4.087,4.065,44,42,37.46,112.62
637,2.01907E+13,82.8,366.4,-52.20001,4.088,4.065,44,42,37.5,112.74
